14.72964,121.03281,yung watermark talaga na j.………b…………tumblr hahahahahahahahaha
-6.34147,107.661305,Hay @krisdianatyas Yuk follow @alysyariiefnew & ikutan kuis #AlyQuisS5 berhadiah samsung S5 untuk 2orang. Cek favoritnya!
-6.20066,106.61311,@AMANGLEDOY99 Yuk follow @WOWSoal & Ikutan kuis #WOWSoalKuis Berhadiah iPhone 5. Cek Favoritnya!"
3.190849,101.606498,Apple sourz ice cream💕💕😂
28.584847,77.248039,http://t.co/plb7Uk2WkU
32.234796,-97.229454,Does poking someone on Facebook still count as flirting?
52.626989,1.297751,@Sluts_G0_Nutz Can an apple go off?
44.304529,-124.105094,Couldn't stop watching True Blood tonight. Sucks there are only 3 seasons on Amazon instant video :( Off to dream land now. #vampiredreams
-6.20066,106.61311,@anak_USU Yuk follow @WOWSoal & Ikutan kuis #WOWSoalKuis Berhadiah iPhone 5. Cek Favoritnya!"
37.771552,-122.435111,Opened Street Defect (Pothole) request via iphone at 782 Haight St, San Francisco http://t.co/nEz7eFxMlg. Pot hole.
39.896875,32.696771,https://t.co/AtKcifaSgt yenidir birazcik :))))))
34.078366,-117.979709,just bought an album on itunes on my moms card... opps
14.430274,121.021112,May gumagamit ng iPad ko sa bahay zzzz
-6.34147,107.661305,Hay @berlianchristy Yuk follow @alysyariiefnew & ikutan kuis #AlyQuisS5 berhadiah samsung S5 untuk 2orang. Cek favoritnya!
43.320573,11.323458,Ezio Mauro: i grandi della tecnologia ( leggi Amazon) hanno capito il giacimento di valore dell'informazione #rnext14
-6.20066,106.61311,@Ananda_Ramdani Yuk follow @WOWSoal & Ikutan kuis #WOWSoalKuis Berhadiah iPhone 5. Cek Favoritnya!"
41.904222,12.517531,Stamattina in biblioteca siamo io, il tablet e la bocca dello stomaco che mi sta per esplodere. Evviva. 😒
33.781475,-118.196112,Can't wait for the iPhone 6 I know all the girls and I are updating our 5Ss FAST !
13.768971,100.642898,เอาล่ะจุ้ย Nokia X2 ถูกกว่า XL อีก แต่ได้ RAM 1 GB (@ Nokia Shop) http://t.co/wI4y4N96Nz
-1.27776,116.83361,Mereka konfrensi opoooo???? (at Samsung office) [pic] — https://t.co/nSqndhn5x8
33.617202,-84.023779,I want a iphone 5s ‼️
44.852822,-0.567437,Google veut aussi enregistrer des noms de domaine http://t.co/788PDUDSC8
