34.093741,-118.121125,Some escort is trying to talk to me on facebook. #thot
38.877247,-3.705663,¿Se acordará @RinconAndrea7 de los videos que hicimos con mi tablet cantando? Jajajajajajajaajajaja
38.877247,-3.705663,¿Se acordará @RinconAndrea7 de los videos que hicimos con mi tablet cantando? Jajajajajajajaajajaja
53.748689,-0.453587,iPhone chargers > anything in the world
34.045901,-118.315237,https://t.co/qGzgWxnpKI @Asaru75 #tattoosafterdark sexy & sweet
42.001233,-83.909875,If iPhone goes Android size there is no point in getting a 6
-5.127952,119.436597,#selfie #latepost #samsung#tanjung @ Ayu`s Home http://t.co/lstZI4ry2P
1.115585,104.050593,Just happened in China - Dog-Eating Festival http://t.co/f3K7pIQnk4 http://t.co/xhmaTsdvjk
-6.05711,106.1192,Hay @ada_angga yuk follow @WOWSoal & Ikutan #WOWSoalKuis Berhadiah iPhone 5. Cek Favoritnya!"
33.970248,-118.132011,To tumblr!
14.600673,121.094727,Wala na kong ibang ginawa kundi magpabalik balik between Twitter and Facebook. #offkasi 😛😜😝😋
40.444892,-79.925798,Lenovo Newsroom | Lenovo to Acquire Motorola Mobility from Google #oldnews http://t.co/L3SARrXsst
-6.05941,106.11822,Hay @acong82434130 yuk follow @WOWSoal & Ikutan #WOWSoalKuis Berhadiah iPhone 5. Cek Favoritnya!"
22.572646,88.363895,#TweetMyJobs #Job alert: IBM-iSeries | Accenture India | #Kolkata http://t.co/ppEZYf8OAU #Jobs
52.633014,-1.924473,@GavinWadeson ooh the 'ace' in Facebook = LIKE
50.366894,-4.16681,@LastGreatStand sorry I'm not on Facebook
51.803171,1.182664,@Putneyman @Campanula09 Mmmm if we're placing orders, can I have an egg mayo sarnie & an apple turnover pretty please :-P
34.147091,-117.757265,http://t.co/Tl7eJgeOkd
1.336002,103.937396,@VaniBhojan my sis like ur act in deivamagal  she love u so much ..say hello to u.she dun have twitter..only Facebook http://t.co/lzQlMYosVz
45.015656,5.289697,Les gros lourds qui viennent draguer sur facebook >>
-6.05941,106.11822,Hay @abiemuhza  yuk follow @WOWSoal & Ikutan #WOWSoalKuis Berhadiah iPhone 5. Cek Favoritnya!"
34.644066,135.506464,4sにiOS7.1.1入れたらクソ重くなった死ねクソapple
48.955042,2.552091,Aisha elle a mit la video de Dimanche sur Facebook . Mdddddr
10.91782,11.47824,BBM:2A1FD4AE Twitter: @ocMIKKY Whatsapp:07037575611 Facebook: Osita Mikky http://t.co/zvShlLqW7b #rules
-6.05941,106.11822,Hay @abelyusmaputra yuk follow @WOWSoal & Ikutan #WOWSoalKuis Berhadiah iPhone 5. Cek Favoritnya!"
